Rank,Word,Pronunciation,PoS,Definition
889,search,/sɜrtʃ/,verb,to carefully look for something
852,seat,/sit/,noun,something on which a person can sit
1193,secretary,/ˈsɛk.rɪˌtɛr.i/,noun,an employee who does general office work for another person in the office
1151,sector,/ˈsɛk.tər/,noun,area that includes certain kinds of job
1173,select,/sɪˈlɛkt/,verb,"to choose from a group, something most suitable"
1099,sentence,/ˈsɛn.təns/,noun,set of spoken or written words that make a whole statement
890,separate,/ˈsɛp.əˌreɪt/,verb,"to divide into parts, or to make something divide into parts"
1063,sex,/sɛks/,noun,state of being male or female mostly biological
807,shall,/ʃæl/,aux,"expressing the future tense, to expect to happen"
986,shape,/ʃeɪp/,noun,"outer form of something, what it looks like"
1190,shift,/ʃɪft/,verb,to change in position or direction
1093,ship,/ʃɪp/,noun,large boat
1003,shoot,/ʃut/,verb,to kick or throw a ball at a goal
873,sing,/sɪŋ/,verb,to make musical sounds with your voice
964,sister,/ˈsɪs.tər/,noun,female you share a parent with
827,sleep,/slip/,verb,"to rest your body in bed, as at night time"
1112,slightly,/ˈslaɪtlɪ/,adv,concerning a small quantity or degree
1118,slow,/sloʊ/,adj,moving or happening without speed; not fast
990,smile,/smaɪl/,verb,to show happiness by pulling up the corners of your mouth
1091,software,/ˈsɔftˌwɛər/,noun,market for software is expected to expand
983,somebody,/ˈsʌmˌbə.di/,pron,person who is not known or named
941,song,/sɔŋ/,noun,some music with words in verse
1159,south,/saʊθ/,noun,direction to your right when facing the rising sun; opposite of north
894,speech,/spitʃ/,noun,expression of ideas or opinions
1106,speed,/spid/,noun,quality of being fast or quick
1138,spot,/spɑt/,adj,a particular area that is different from the area around it; (v) to see someone or something
1197,spread,/sprɛd/,verb,to place something over or cover a large area
846,star,/stɑr/,noun,a bright planet of gas in the night sky
1127,status,/ˈsteɪ.təs/,noun,position or rank relative to others in a society
1010,stick,/stɪk/,noun,long thin piece of wood from a tree
1072,straight,/streɪt/,adj,"not having curves, bends, or angles"
839,strategy,/ˈstræt.ɪ.dʒi/,noun,careful plan or method for achieving a goal
1044,stress,/strɛs/,verb,to be in a state of mental tension due to problems
1171,struggle,/ˈstrʌg.əl/,verb,to try very hard to do something difficult
865,style,/staɪl/,noun,the particular way something is done or made
872,successful,/səkˈsɛs.fəl/,adj,having the desired effect or result
997,suddenly,/ˈsʌdənlɪ/,adv,in an unexpected or very quick manner
838,suffer,/ˈsʌf.ər/,verb,"to experience pain, illness, or injury"
1122,suit,/sut/,verb,to be appropriate for a given situation
814,supply,/səˈplaɪ/,verb,to give or sell goods to others for their use
1161,surface,/ˈsɜr.fɪs/,adj,of the top layer; superficial
1174,surround,/səˈraʊnd/,verb,to be on every side of something
1008,survey,/sərˈveɪ/,verb,to ask people a question about a particular topic
854,task,/tæsk/,noun,big or small piece of work someone has to do
1148,taxi,/ˈtæk.si/,noun,car that transports people for money
1036,telephone,/ˈtɛl.əˌfoʊn/,noun,machine used to talk to someone who is far away
843,tend,/tɛnd/,verb,to regularly behave in a certain way
1048,text,/tɛkst/,noun,written part of a book or other work
876,theory,/ˈθɪə.ri/,noun,idea or set of ideas that try to explain facts or events
897,throughout,/θruˈaʊt/,prep,"over or across an entire thing or place, or in every part of something"
853,throw,/θroʊ/,verb,to use your arm to make a thing fly through the air
1057,title,/ˈtaɪ.təl/,noun,name given to something to identify or describe it
834,touch,/tʌtʃ/,verb,"to feel an object with your fingers, etc."
1089,tour,/tʊər/,noun,a journey to visit several places for pleasure
958,track,/træk/,verb,to follow behind someone to see what they are doing
993,traditional,/trəˈdɪʃ.ə.nəl/,adj,involved in a tradition
1110,transfer,/ˈtræns.fər/,verb,to move something from one place to another
804,treat,/trit/,verb,to act in a certain way toward someone
811,treatment,/ˈtrit.mənt/,noun,way someone acts toward another
1043,trial,/ˈtraɪəl/,noun,an event to determine the quality of something or someone
825,trip,/trɪp/,noun,journey or visit to a place
832,trouble,/ˈtrʌb.əl/,noun,state of difficulty or stress
1075,trust,/trʌst/,verb,to be confident that someone is honest and reliable
1102,truth,/truθ/,noun,real facts about something
887,unclear,/ʌn.klɪər/,adj,not easy to understand; not obvious
968,university,/ˌju.nəˈvɜr.sɪ.ti/,noun,high-level educational institution; college
1005,unless,"/ʌnˈlɛs, ən-/",conj,negative of 'if'
918,useful,/ˈjus.fəl/,adj,that can help with a particular task
1115,user,/ˈju.zər/,noun,"person that uses a service or thing (e.g., a website)"
954,variety,/vəˈraɪ.ɪ.ti/,noun,particular types of things or persons
981,version,/ˈvɜr.ʒən/,noun,particular form of something and other forms
1065,video,/ˈvɪd.iˌoʊ/,noun,recording capturing action with sound
815,village,/ˈvɪl.ɪdʒ/,noun,small town in the country
1021,warm,/wɔrm/,adj,slightly hot; not very hot
1132,warn,/wɔrn/,verb,to tell someone about possible danger
1158,wave,/weɪv/,verb,to move your hand or arm to say hello or goodbye
1068,weather,/ˈwɛð.ər/,noun,"whether it is raining, sunny, cold, etc., outside"
934,weekend,/ˈwikˌɛnd/,noun,Saturday and Sunday
978,weight,/weɪt/,noun,how heavy something is
989,welcome,/ˈwɛl.kəm/,noun,friendly greeting to someone who has arrived
1013,wind,/wɪnd/,noun,natural movement of outside air as part of the weather
1076,wonderful,/ˈwʌn.dər.fəl/,adj,producing feelings of enjoyment or delight
816,worth,/wɜrθ/,noun,how much something is worth; the value of something
1024,writer,/ˈraɪ.tər/,noun,"professional who writes books, articles, etc."
976,yeah,/jɛə/,intj,yes (informal)
813,yourself,/jɔrˈsɛlf/,pron,"reflexive form of 'you', used for an emphasis"
1553,abuse,/əˈbjuz/,verb,"to treat someone or something in a way that is cruel, harmful, or wrong"
1349,accident,/ˈæk.sə.dənt/,noun,"sudden unplanned event causing damage, injury, etc."
1464,acquire,/əˈkwaɪər/,verb,to get or earn something by thinking or working
1354,active,/ˈæk.tɪv/,adj,moving around a lot or doing many things
1369,actor,/ˈæk.tər/,noun,"person who acts in the theater, movies, or tv"
1335,actual,/ˈæk.tʃu.əl/,adj,"real or existing in fact, not imagined; real"
1478,ad,/æd/,noun,public notice or advertisement
1243,adopt,/əˈdɑpt/,verb,to take on responsibility for something
1448,affair,/əˈfɛər/,noun,"event or a set of events, often unpleasant ones"
1488,afford,/əˈfɔrd/,verb,to have enough money to pay for something
1353,afraid,/əˈfreɪd/,adj,worried that something bad will happen; scared
1305,aid,/eɪd/,verb,to provide things useful or needed by others
1524,amaze,/əˈmeɪz/,verb,to cause wonder; to surprise completely
1431,anybody,/ˈɛn.iˌbɑd.i/,pron,any person; anyone
1277,apparently,/əˈpɛər.ənt.li/,adv,according to what you heard; from what can be seen
1568,appearance,/əˈpɪər.əns/,noun,way that someone or something looks
1274,appreciate,/əˈpri.ʃiˌeɪt/,verb,to be thankful for; to value or admire
1575,approve,/əˈpruv/,verb,to have a positive opinion of someone or something
1418,army,/ˈɑr.mi/,noun,large group of soldiers organized to fight in wars
1266,arrange,/əˈreɪndʒ/,verb,to put things into a particular order; to plan and organize an event
1460,arrangement,/əˈreɪndʒ.mənt/,noun,plan or preparation to make something happen; an agreement
1498,arrest,/əˈrɛst/,verb,to use the law to catch and keep people who committed crimes
1499,assess,/əˈsɛs/,verb,to judge something's value or suitability
1475,assessment,/əˈsɛs.mənt/,noun,opinion based on judging the qualities of something or someone
1501,asset,/ˈæ.sɛt/,noun,a person or thing that has value or use to someone or to a company
1595,association,/əˌsoʊ.siˈeɪ.ʃən/,noun,organization of people with the same interest
1579,atmosphere,/ˈæt.məsˌfɪər/,noun,The mixture of gases surrounding the Earth; the feeling that a place or situation gives you
1298,attract,/əˈtrækt/,verb,to make someone notice and become interested in
1341,award,/əˈwɔrd/,verb,to give a prize for doing something well
1223,background,/ˈbæk.ɡraʊnd/,noun,"images, color, or information behind the main one"
1252,bag,/bæg/,noun,soft container to put things in and carry with you
1201,ball,/bɑl/,noun,small round object often used in a game or sport
1435,basically,/ˈbeɪ.sɪk.li/,adv,in the most important ways even if not completely true
1337,battle,/ˈbæ.təl/,noun,military fight between armies
1297,beach,/bitʃ/,noun,"large area of sand, next to an area of water"
1432,bedroom,/ˈbɛdˌrum/,noun,room for sleeping usually with a bed
1456,belief,/bɪˈlif/,noun,a feeling of being sure that something exists or is true
1412,belong,/bɪˈlɑŋ/,verb,to be a member of a particular group and feel welcomed
1411,bind,/baɪnd/,verb,to join two or more things together to limit their freedom
1271,bird,/bɜrd/,noun,animal with feathers that uses wings to fly
1526,birth,/bɜrθ/,noun,when a baby comes out of the body of its mother
1363,blow,/bloʊ/,verb,to move something using air
1304,boat,/boʊt/,noun,small form of transport for traveling on water
1417,bomb,/bɑm/,verb,a weapon designed to break apart very suddenly and violently
1513,bond,/bɑnd/,verb,"something that joins or connects people, groups, or parts; a duty or promise to another; glue"
1473,border,/ˈbɔr.dər/,noun,line separating one country or state from another
1242,bottom,/ˈbɒt.əm/,noun,lowest part of something; part on which it rests
1235,brain,/breɪn/,noun,part of the head that thinks and controls your body
1407,branch,/brɑntʃ/,noun,a part of a tree that grows out from the main part; a part of an organization connected to but separate from the main office
1549,brand,/brænd/,noun,name given to a product or service
1546,bridge,/brɪdʒ/,noun,"structure built over river or road so people, vehicles, or animals can cross"
1270,brief,/brif/,adj,short; using few words
1510,bright,/braɪt/,adj,producing a lot of light
1330,broad,/brɑd/,adj,wide; from the shorter two sides to the other
1280,burn,/bɜrn/,verb,to destroy with fire
1233,busy,/ˈbɪz.i/,adj,working hard doing something; full of activity
1390,camera,/ˈkæm.ər.ə/,noun,"object that takes pictures digitally, or on film"
1357,cancer,/ˈkæn.sər/,noun,any growth caused by abnormal cell division
1472,capacity,/kəˈpæs.ɪ.ti/,noun,"ability to hold, involve or contain people or things"
1386,carefully,/ˈkɛər.fə.li/,adv,in a manner that involves focus and care
1339,cash,/kæʃ/,noun,physical money (not credit card or digital)
1518,chain,/tʃeɪn/,noun,"series of connected  things, events, or people"
1532,channel,/ˈtʃæn.əl/,noun,"1. a narrow, deep body of water used by ships; 2. a system used for sending something from one place or person to another"
1275,chapter,/ˈtʃæp.tər/,noun,one of the main sections of a book
1582,characteristic,/ˌkær.ɪk.təˈrɪs.tɪk/,adj,a typical feature or quality that a particular person or thing has
1229,circumstance,/ˈsɜr.kəmˌstæns/,noun,condition or fact that affects a situation
1451,citizen,/ˈsɪt.ə.zən/,noun,person who belongs to and has rights in a country
1449,civil,/ˈsɪv.əl/,adj,related to the people of a country; not military/criminal
1434,climb,/klaɪm/,verb,to rise gradually and steadily to a higher point
1342,coach,/koʊtʃ/,noun,"person who teaches others how to do (sport, job)"
1346,code,/koʊd/,noun,a password made of a set of letters or numbers
1395,coffee,/ˈkɔ.fi/,noun,a brown drink made from roasted beans and boiled water
1251,colleague,/ˈkɑl.iɡ/,noun,someone who works with you; coworker
1552,combination,/ˌkɑm.bəˈneɪ.ʃən/,noun,result of mixing things together
1244,combine,/kəmˈbaɪn/,verb,to mix several things together to form one thing
1384,comfortable,/ˈkʌm.fər.tə.bəl/,adj,not being worried about something; at ease
1260,commercial,/kəˈmɜr.ʃəl/,noun,radio or television advertisement
1593,commission,/kəˈmɪʃ.ən/,noun,a group officially put in charge of finding out about something or controlling something
1322,commit,/kəˈmɪt/,verb,"to do something bad, usually a crime"
1507,commitment,/kəˈmɪt.mənt/,noun,a promise or decision to do something; something that you must do that takes your time
1581,comparison,/kəmˈpær.ə.sən/,noun,looking for differences and similarities in two or more things
1495,complain,/kəmˈpleɪn/,verb,to say that you are not happy or satisfied with something or someone
1487,component,/kəmˈpoʊ.nənt/,noun,one of the parts that make up something
1541,concentrate,/ˈkɑn.sənˌtreɪt/,verb,to give all your attention to a task; focus
1213,concept,/ˈkɑn.sɛpt/,noun,abstract idea of something or how it works
1382,concert,/ˈkɑn.sɜrt/,noun,musical entertainment given in public by one or more performers
1355,conclude,/kənˈklud/,verb,to stop or finish; to come to the end of something
1493,confidence,/ˈkɑn.fɪ.dəns/,noun,feeling that you can do well at something
1206,confirm,/kənˈfɜrm/,verb,to provide evidence to establish the truth of
1264,connect,/kəˈnɛkt/,verb,to join or attach things together
1228,consequence,/ˈkɑn.sɪˌkwɛns/,noun,outcome of an event; result
1344,consideration,/kənˌsɪd.əˈreɪ.ʃən/,noun,careful thought; thinking about something
1547,consist,/kənˈsɪst/,verb,"to have as an essential, necessary or main part"
1400,construction,/kənˈstrʌk.ʃən/,noun,act of building something; thing that is built
1238,contribute,/kənˈtrɪb.jut/,verb,give something of value to or help someone or something
1273,contribution,/ˌkɑn.trəˈbju.ʃən/,noun,"helping a cause by giving money, things, services"
1358,convince,/kənˈvɪns/,verb,"to persuade someone, or make them feel sure"
1465,corporate,/ˈkɔr.pər.ət/,adj,concerning (usually large) companies
1422,council,/ˈkaʊn.səl/,noun,group chosen to make decisions about something
1302,crisis,/ˈkraɪ.sɪs/,noun,unstable situation of extreme danger or difficulty
1285,critical,/ˈkrɪt.ɪ.kəl/,adj,being important or serious; vital; dangerous
1202,cry,/kraɪ/,verb,to produce tears and sounds because of pain
1265,cultural,/ˈkʌl.tʃər.əl/,adj,of a particular society's customs and beliefs
1491,cup,/kʌp/,noun,small round container used to hold liquids for drinking
1293,currently,/ˈkɜr.ənt.li/,adv,happening or being in the present time
1394,cycle,/ˈsaɪ.kəl/,noun,series of regular and repeated actions
1416,danger,/ˈdeɪn.dʒər/,noun,"possibility of getting hurt, damaged, or killed"
1419,dangerous,/ˈdeɪn.dʒər.əs/,adj,involving the chance of hurt or damage; risky
